order_id,order_date,customer_id,customer_name,city,product_id,product_name,category,quantity,unit_price,discount_percent,payment_method,order_status
2567,2025-01-22,C466,Shweta Das,Lucknow,P205,Bluetooth Speaker,Electronics,3,799,5,Card,Completed
2568,2025-01-28,C465,Poonam Soni,Indore,P303,Power Bank,Clothing,2,399,5,UPI,Completed
2569,2025-02-09,C237,Rahul Singh,Indore,P203,Power Bank,Grocery,1,1599,15,Card,Completed
2570,2025-02-18,C371,Payal Gupta,Ranchi,P302,Pulses 1kg,Clothing,4,799,12,UPI,Completed
2571,2025-01-07,C170,Shweta Das,Indore,P304,Rice 10kg,Electronics,3,1299,8,Card,Cancelled
2572,2025-01-01,C149,Karan Singh,Hyderabad,P304,Jeans,Clothing,3,1999,10,Cash,Completed
2573,2025-02-01,C374,Payal Gupta,Delhi,P305,Sugar 5kg,Electronics,3,220,5,Wallet,Completed
2574,2025-01-13,C088,Rani Verma,Delhi,P304,Shirt,Electronics,3,1299,10,Wallet,Completed
2575,2025-01-30,C004,Alok Pandey,Noida,P102,Cooking Oil 5L,Electronics,3,799,15,Cash,Completed
2576,2025-01-23,C433,Ritika Mehta,Mumbai,P202,Power Bank,Grocery,1,720,8,Wallet,Completed
2577,2025-02-20,C252,Poonam Soni,Gurgaon,P304,Pulses 1kg,Grocery,4,120,0,Wallet,Cancelled
2578,2025-02-28,C432,Dheeraj Rana,Patna,P101,Trimmer,Electronics,3,1299,5,Wallet,Cancelled
2579,2025-02-25,C473,Shweta Das,Surat,P202,Wheat 5kg,Clothing,4,399,8,Wallet,Completed
2580,2025-01-19,C051,Ankit Tiwari,Mumbai,P305,Jeans,Clothing,2,1299,10,Cash,Completed
2581,2025-02-01,C024,Deepak Yadav,Jaipur,P201,Trimmer,Grocery,3,1499,15,UPI,Completed
2582,2025-01-30,C046,Ankit Tiwari,Surat,P104,Earphones,Grocery,3,1499,8,Wallet,Completed
2583,2025-01-29,C116,Aman Verma,Mumbai,P103,Jacket,Electronics,4,1499,0,Cash,Completed
2584,2025-02-18,C027,Rani Verma,Jaipur,P204,Rice 10kg,Clothing,3,220,8,Wallet,Completed
2585,2025-02-14,C095,Dev Mishra,Kolkata,P201,Smartwatch,Grocery,3,1299,15,Cash,Completed
2586,2025-01-29,C367,Rohit Kumar,Delhi,P304,Earphones,Grocery,3,1999,10,Cash,Completed
2587,2025-01-30,C435,Vishal Kumar,Hyderabad,P201,Cooking Oil 5L,Clothing,1,1299,5,UPI,Completed
2588,2025-01-16,C099,Priya Sharma,Patna,P303,T-Shirt,Electronics,1,399,5,Card,Completed
2589,2025-02-09,C116,Rahul Singh,Patna,P101,Jacket,Grocery,3,1299,12,UPI,Completed
2590,2025-01-19,C276,Mohit Jain,Kolkata,P105,Cooking Oil 5L,Clothing,1,799,10,UPI,Returned
2591,2025-01-18,C336,Poonam Soni,Hyderabad,P305,Wheat 5kg,Clothing,2,1299,12,Wallet,Completed
2592,2025-01-01,C095,Rahul Singh,Kolkata,P302,Cooking Oil 5L,Clothing,3,1299,12,Cash,Completed
2593,2025-01-14,C199,Manoj Kumar,Indore,P202,Rice 10kg,Electronics,2,1999,15,Card,Completed
2594,2025-02-20,C146,Karan Singh,Delhi,P304,Jacket,Electronics,4,999,15,Cash,Completed
2595,2025-02-16,C392,Aman Verma,Kolkata,P104,Shirt,Clothing,2,1299,15,Wallet,Completed
2596,2025-02-19,C155,Harsh Vardhan,Indore,P302,Sugar 5kg,Clothing,4,720,0,Cash,Completed
2597,2025-01-02,C270,Rohit Kumar,Hyderabad,P304,Smartwatch,Clothing,3,120,10,Wallet,Completed
2598,2025-02-23,C402,Alok Pandey,Gurgaon,P102,Jacket,Grocery,4,1499,5,UPI,Completed
2599,2025-01-28,C321,Dev Mishra,Chennai,P305,Shirt,Electronics,4,550,10,UPI,Completed
2600,2025-02-18,C415,Aman Verma,Ranchi,P303,Power Bank,Clothing,2,999,15,Wallet,Cancelled
2601,2025-02-19,C276,Priya Sharma,Jaipur,P204,Bluetooth Speaker,Electronics,2,399,0,UPI,Completed
2602,2025-01-30,C326,Aman Verma,Bhopal,P201,Jacket,Electronics,2,1299,10,Cash,Completed
2603,2025-02-07,C256,Shweta Das,Lucknow,P204,Smartwatch,Grocery,3,720,10,Card,Completed
2604,2025-02-20,C045,Jyoti Rani,Patna,P203,Wheat 5kg,Grocery,3,120,12,Card,Completed
2605,2025-01-04,C001,Anjali Singh,Patna,P305,Wheat 5kg,Electronics,2,799,10,Cash,Completed
2606,2025-01-01,C147,Ritika Mehta,Ranchi,P101,Jeans,Electronics,3,120,12,Card,Completed
2607,2025-01-08,C295,Shweta Das,Mumbai,P102,Bluetooth Speaker,Clothing,3,260,12,Cash,Completed
2608,2025-01-29,C375,Imran Khan,Lucknow,P102,Cooking Oil 5L,Grocery,4,1499,8,Wallet,Completed
2609,2025-02-24,C155,Priya Sharma,Kolkata,P303,Rice 10kg,Electronics,4,1299,15,Card,Cancelled
2610,2025-02-08,C056,Simran Kaur,Chennai,P102,Power Bank,Clothing,2,260,0,Wallet,Completed
2611,2025-01-03,C400,Mohit Jain,Mumbai,P304,Sugar 5kg,Electronics,3,720,12,Wallet,Completed
2612,2025-02-01,C462,Simran Kaur,Hyderabad,P104,Cooking Oil 5L,Clothing,4,999,10,Cash,Completed
2613,2025-01-10,C226,Mohit Jain,Gurgaon,P202,Power Bank,Electronics,1,1599,12,Card,Completed
2614,2025-01-10,C007,Rani Verma,Jaipur,P202,Wheat 5kg,Electronics,3,120,12,UPI,Completed
2615,2025-01-19,C020,Santosh Rao,Varanasi,P101,Power Bank,Electronics,1,1999,12,UPI,Completed
2616,2025-02-15,C159,Neha Gupta,Mumbai,P203,Jeans,Electronics,2,550,5,UPI,Completed
2617,2025-02-03,C470,Payal Gupta,Kolkata,P104,Bluetooth Speaker,Clothing,3,399,5,UPI,Completed
2618,2025-03-01,C340,Imran Khan,Indore,P203,Jeans,Clothing,2,260,5,Cash,Completed
2619,2025-02-02,C079,Sahil Jain,Mumbai,P205,Sugar 5kg,Grocery,2,1999,5,Wallet,Completed
2620,2025-01-23,C409,Dheeraj Rana,Kolkata,P204,Jeans,Electronics,2,120,8,Card,Completed
2621,2025-02-24,C366,Dev Mishra,Chennai,P202,Jeans,Electronics,2,1299,12,Cash,Cancelled
2622,2025-01-28,C001,Vishal Kumar,Gurgaon,P103,Bluetooth Speaker,Electronics,2,399,8,UPI,Completed
2623,2025-02-01,C401,Vishal Kumar,Hyderabad,P302,Bluetooth Speaker,Clothing,3,799,10,Card,Completed
2624,2025-02-19,C336,Alok Pandey,Noida,P103,Earphones,Grocery,1,1499,15,Cash,Completed
2625,2025-01-07,C229,Imran Khan,Ranchi,P105,Shirt,Electronics,3,799,0,Wallet,Completed
2626,2025-01-29,C213,Rahul Singh,Ranchi,P202,Cooking Oil 5L,Grocery,3,1599,8,UPI,Completed
2627,2025-01-08,C283,Manoj Kumar,Indore,P304,Cooking Oil 5L,Grocery,3,1299,5,Card,Completed
2628,2025-01-01,C248,Dev Mishra,Delhi,P302,Rice 10kg,Electronics,4,999,5,Card,Cancelled
2629,2025-02-26,C119,Mohit Jain,Mumbai,P202,Trimmer,Grocery,4,399,10,UPI,Completed
2630,2025-02-24,C379,Mohit Jain,Mumbai,P204,Trimmer,Grocery,3,120,12,Wallet,Completed
2631,2025-01-03,C227,Santosh Rao,Noida,P305,Smartwatch,Grocery,1,999,0,UPI,Completed
2632,2025-01-24,C024,Mohit Jain,Kolkata,P101,Earphones,Grocery,3,720,8,Wallet,Cancelled
2633,2025-01-23,C190,Manoj Kumar,Surat,P304,T-Shirt,Grocery,2,260,12,Card,Completed
2634,2025-02-28,C308,Nisha Patel,Varanasi,P103,T-Shirt,Electronics,4,260,12,UPI,Completed
2635,2025-01-08,C307,Alok Pandey,Noida,P101,Jeans,Grocery,4,1299,15,Wallet,Completed
2636,2025-02-23,C450,Manoj Kumar,Indore,P201,Shirt,Grocery,3,120,15,Wallet,Completed
2637,2025-02-26,C057,Rahul Singh,Hyderabad,P302,Jeans,Electronics,3,1299,8,Cash,Completed
2638,2025-02-16,C494,Santosh Rao,Lucknow,P205,Jeans,Clothing,1,1599,8,Wallet,Completed
2639,2025-02-06,C311,Simran Kaur,Chennai,P202,Jeans,Clothing,1,799,8,UPI,Completed
2640,2025-01-03,C309,Jyoti Rani,Bhopal,P102,Shirt,Clothing,2,550,8,UPI,Cancelled
2641,2025-02-20,C089,Alok Pandey,Bhopal,P304,Pulses 1kg,Electronics,3,550,5,Wallet,Completed
2642,2025-02-02,C275,Santosh Rao,Patna,P204,Wheat 5kg,Electronics,3,120,12,UPI,Completed
2643,2025-01-28,C109,Simran Kaur,Gurgaon,P303,Rice 10kg,Grocery,3,260,12,Card,Completed
2644,2025-02-16,C141,Payal Gupta,Indore,P302,Wheat 5kg,Clothing,4,1499,5,Card,Completed
2645,2025-01-08,C285,Mohit Jain,Ranchi,P105,Wheat 5kg,Clothing,2,1999,12,UPI,Completed
2646,2025-02-03,C480,Deepak Yadav,Bhopal,P103,Power Bank,Grocery,1,1299,8,Wallet,Completed
2647,2025-02-04,C390,Karan Singh,Chennai,P304,Rice 10kg,Electronics,4,220,0,Card,Cancelled
2648,2025-02-01,C376,Nisha Patel,Kolkata,P202,Power Bank,Electronics,4,550,15,Wallet,Completed
2649,2025-01-24,C457,Suresh Yadav,Indore,P202,Jacket,Electronics,4,1599,15,UPI,Completed
2650,2025-01-14,C244,Vishal Kumar,Ranchi,P101,Sugar 5kg,Clothing,4,260,12,Cash,Completed
2651,2025-02-01,C385,Rahul Singh,Kolkata,P201,Jeans,Grocery,2,1299,0,Card,Completed
2652,2025-02-25,C408,Manoj Kumar,Jaipur,P305,Smartwatch,Electronics,3,1299,15,UPI,Completed
2653,2025-02-15,C074,Imran Khan,Noida,P103,Smartwatch,Clothing,1,1299,0,Card,Completed
2654,2025-02-12,C355,Manoj Kumar,Varanasi,P305,Jeans,Clothing,1,399,5,Wallet,Completed
2655,2025-01-16,C262,Santosh Rao,Surat,P202,Power Bank,Clothing,4,999,10,Cash,Completed
2656,2025-01-04,C176,Aman Verma,Gurgaon,P105,Jacket,Clothing,4,1499,12,Cash,Completed
2657,2025-02-21,C404,Deepak Yadav,Delhi,P305,T-Shirt,Grocery,2,1299,5,UPI,Completed
2658,2025-02-06,C230,Alok Pandey,Surat,P104,Rice 10kg,Electronics,4,1999,5,Card,Completed
2659,2025-02-23,C076,Anjali Singh,Bhopal,P303,Bluetooth Speaker,Grocery,1,1299,0,Cash,Cancelled
2660,2025-01-21,C323,Suresh Yadav,Gurgaon,P205,Smartwatch,Grocery,1,1599,12,Card,Completed
2661,2025-01-14,C183,Harsh Vardhan,Delhi,P202,Bluetooth Speaker,Clothing,3,1499,5,Wallet,Returned
2662,2025-01-31,C274,Rohit Kumar,Gurgaon,P303,Jeans,Electronics,3,220,8,Wallet,Completed
2663,2025-02-24,C277,Nisha Patel,Indore,P303,Sugar 5kg,Electronics,1,399,5,UPI,Cancelled
2664,2025-02-17,C227,Vishal Kumar,Delhi,P305,Shirt,Electronics,1,1599,8,Cash,Completed
2665,2025-01-18,C448,Shweta Das,Lucknow,P303,Shirt,Electronics,2,1299,10,Cash,Completed
2666,2025-01-07,C165,Simran Kaur,Jaipur,P202,Cooking Oil 5L,Grocery,2,1299,8,Card,Returned
2667,2025-01-10,C275,Suresh Yadav,Delhi,P203,Wheat 5kg,Clothing,1,1299,8,Wallet,Completed
2668,2025-01-07,C217,Nisha Patel,Ranchi,P105,Jeans,Electronics,4,799,0,Cash,Completed
2669,2025-02-02,C312,Karan Singh,Noida,P104,Trimmer,Electronics,3,550,5,UPI,Cancelled
2670,2025-01-23,C190,Shweta Das,Patna,P101,Shirt,Clothing,1,550,10,UPI,Completed
2671,2025-01-21,C018,Deepak Yadav,Kolkata,P104,Pulses 1kg,Clothing,4,1299,5,Cash,Completed
2672,2025-01-19,C232,Aman Verma,Mumbai,P304,Earphones,Electronics,1,1599,8,UPI,Completed
2673,2025-02-17,C414,Karan Singh,Indore,P301,Trimmer,Grocery,3,799,15,Cash,Completed
2674,2025-01-19,C184,Sahil Jain,Jaipur,P205,Power Bank,Clothing,3,1599,8,Cash,Cancelled
2675,2025-02-05,C106,Rahul Singh,Ranchi,P101,Jacket,Clothing,2,220,5,Cash,Completed
2676,2025-01-29,C243,Payal Gupta,Hyderabad,P202,Shirt,Electronics,2,220,10,Cash,Completed
2677,2025-03-01,C426,Rahul Singh,Chennai,P201,Earphones,Grocery,2,1299,15,Card,Completed
2678,2025-01-18,C053,Rohit Kumar,Mumbai,P202,Rice 10kg,Grocery,2,120,10,Cash,Returned
2679,2025-01-02,C226,Simran Kaur,Indore,P203,Earphones,Grocery,3,1299,0,UPI,Completed
2680,2025-01-01,C202,Alok Pandey,Indore,P305,Sugar 5kg,Electronics,4,799,8,Wallet,Completed
2681,2025-02-16,C086,Payal Gupta,Hyderabad,P201,Jeans,Grocery,4,399,8,Card,Completed
2682,2025-01-05,C050,Suresh Yadav,Delhi,P102,Smartwatch,Clothing,4,260,0,Wallet,Cancelled
2683,2025-01-20,C383,Aman Verma,Surat,P102,Wheat 5kg,Electronics,1,220,5,Wallet,Completed
2684,2025-01-11,C260,Imran Khan,Lucknow,P204,Smartwatch,Electronics,2,399,8,Wallet,Cancelled
2685,2025-02-11,C319,Simran Kaur,Delhi,P201,Cooking Oil 5L,Grocery,2,220,5,Wallet,Returned
2686,2025-01-02,C195,Rahul Singh,Chennai,P201,Cooking Oil 5L,Clothing,3,1999,10,Wallet,Completed
2687,2025-01-03,C369,Ankit Tiwari,Surat,P101,Jeans,Grocery,3,120,15,UPI,Completed
2688,2025-01-23,C248,Sahil Jain,Jaipur,P203,Smartwatch,Electronics,1,799,15,Cash,Completed
2689,2025-02-24,C056,Sahil Jain,Lucknow,P304,Trimmer,Grocery,1,999,15,UPI,Completed
2690,2025-01-12,C177,Vishal Kumar,Gurgaon,P301,Wheat 5kg,Grocery,4,220,12,Card,Completed
2691,2025-01-20,C476,Neha Gupta,Patna,P203,Jacket,Grocery,3,999,0,UPI,Completed
2692,2025-01-05,C150,Neha Gupta,Mumbai,P104,Jacket,Grocery,2,799,15,Card,Completed
2693,2025-02-06,C396,Dev Mishra,Gurgaon,P202,Bluetooth Speaker,Clothing,4,1599,8,Cash,Returned
2694,2025-02-07,C433,Dev Mishra,Bhopal,P305,Trimmer,Grocery,2,1599,0,Wallet,Completed
2695,2025-01-30,C013,Karan Singh,Varanasi,P204,T-Shirt,Electronics,4,399,10,Cash,Completed
2696,2025-01-09,C361,Alok Pandey,Chennai,P304,Cooking Oil 5L,Grocery,2,799,10,UPI,Completed
2697,2025-02-03,C289,Rani Verma,Ranchi,P301,Wheat 5kg,Electronics,1,120,10,UPI,Completed
2698,2025-02-22,C431,Suresh Yadav,Chennai,P303,Trimmer,Electronics,4,120,10,Cash,Completed
2699,2025-02-13,C064,Rahul Singh,Lucknow,P101,Sugar 5kg,Clothing,2,799,12,Cash,Completed
2700,2025-02-04,C339,Ritika Mehta,Hyderabad,P302,Sugar 5kg,Electronics,2,1999,5,UPI,Cancelled
2701,2025-02-21,C105,Simran Kaur,Patna,P303,Power Bank,Electronics,3,1999,5,Cash,Completed
2702,2025-02-27,C401,Payal Gupta,Bhopal,P105,Sugar 5kg,Clothing,4,399,15,Card,Completed
2703,2025-01-22,C239,Nisha Patel,Kolkata,P303,Cooking Oil 5L,Clothing,2,399,12,Card,Returned
2704,2025-02-13,C034,Manoj Kumar,Indore,P203,Trimmer,Grocery,3,550,5,UPI,Completed
2705,2025-01-24,C324,Santosh Rao,Hyderabad,P202,Trimmer,Electronics,2,799,10,UPI,Completed
2706,2025-01-17,C039,Dev Mishra,Kolkata,P303,Jeans,Grocery,4,1299,5,Cash,Completed
2707,2025-01-10,C456,Rohit Kumar,Patna,P205,Shirt,Electronics,1,799,0,Cash,Completed
2708,2025-01-30,C225,Dheeraj Rana,Lucknow,P104,Jeans,Grocery,4,120,15,Wallet,Completed
2709,2025-02-25,C129,Poonam Soni,Mumbai,P103,Bluetooth Speaker,Grocery,4,550,5,Card,Completed
2710,2025-02-28,C133,Dev Mishra,Ranchi,P101,Trimmer,Electronics,2,1499,0,UPI,Cancelled
2711,2025-02-15,C480,Manoj Kumar,Kolkata,P103,Cooking Oil 5L,Clothing,2,1299,8,UPI,Completed
2712,2025-01-23,C040,Rahul Singh,Patna,P305,Bluetooth Speaker,Electronics,4,1299,0,UPI,Completed
2713,2025-02-01,C319,Ritika Mehta,Chennai,P102,Jeans,Clothing,3,1299,0,UPI,Completed
2714,2025-01-17,C385,Sahil Jain,Ranchi,P105,Jeans,Grocery,3,1999,10,Wallet,Completed
2715,2025-02-19,C419,Rani Verma,Ranchi,P304,T-Shirt,Grocery,3,120,10,Card,Completed
2716,2025-02-20,C470,Jyoti Rani,Jaipur,P101,Jeans,Grocery,2,550,15,Wallet,Completed
2717,2025-01-17,C221,Sahil Jain,Delhi,P104,Shirt,Electronics,2,799,10,Card,Completed
2718,2025-01-14,C401,Dev Mishra,Surat,P203,Jacket,Grocery,4,799,0,UPI,Completed
2719,2025-01-09,C094,Ankit Tiwari,Hyderabad,P204,Wheat 5kg,Clothing,1,799,12,Card,Completed
2720,2025-02-09,C099,Jyoti Rani,Jaipur,P305,Sugar 5kg,Electronics,2,1499,10,UPI,Completed
2721,2025-01-02,C060,Priya Sharma,Lucknow,P101,T-Shirt,Grocery,4,120,10,Wallet,Completed
2722,2025-02-14,C129,Deepak Yadav,Surat,P103,Pulses 1kg,Clothing,4,1999,0,Card,Completed
2723,2025-01-25,C132,Neha Gupta,Surat,P201,Wheat 5kg,Clothing,1,220,8,Cash,Completed
2724,2025-02-08,C393,Rahul Singh,Jaipur,P105,Wheat 5kg,Grocery,3,1499,8,Card,Completed
2725,2025-01-09,C301,Payal Gupta,Kolkata,P302,Pulses 1kg,Clothing,4,550,5,UPI,Completed
2726,2025-02-23,C416,Manoj Kumar,Indore,P101,Pulses 1kg,Clothing,4,220,15,Cash,Completed
2727,2025-01-22,C069,Santosh Rao,Mumbai,P102,Rice 10kg,Electronics,4,999,8,UPI,Completed
2728,2025-02-12,C014,Karan Singh,Delhi,P102,Trimmer,Clothing,3,799,10,Cash,Completed
2729,2025-02-15,C435,Dev Mishra,Indore,P202,Jeans,Clothing,3,1299,12,Cash,Completed
2730,2025-01-04,C474,Imran Khan,Surat,P201,Earphones,Clothing,1,1999,5,Card,Completed
2731,2025-01-26,C151,Deepak Yadav,Lucknow,P303,Sugar 5kg,Clothing,2,1299,15,Card,Completed
2732,2025-02-27,C174,Mohit Jain,Lucknow,P305,Shirt,Grocery,3,720,12,Cash,Completed
2733,2025-01-29,C470,Karan Singh,Gurgaon,P201,Trimmer,Electronics,2,1299,12,Cash,Completed
2734,2025-02-14,C411,Ritika Mehta,Delhi,P101,Jeans,Clothing,2,999,10,Cash,Cancelled
2735,2025-02-03,C345,Ritika Mehta,Gurgaon,P303,Bluetooth Speaker,Clothing,3,799,0,UPI,Cancelled
2736,2025-01-23,C292,Priya Sharma,Mumbai,P101,Sugar 5kg,Clothing,4,1599,0,Card,Completed
2737,2025-02-06,C196,Vishal Kumar,Lucknow,P104,T-Shirt,Grocery,1,1999,0,UPI,Completed
2738,2025-01-11,C032,Alok Pandey,Delhi,P205,T-Shirt,Grocery,2,120,8,Card,Completed
2739,2025-01-06,C073,Priya Sharma,Chennai,P305,Wheat 5kg,Clothing,4,399,0,Wallet,Completed
2740,2025-01-18,C194,Karan Singh,Surat,P201,Jeans,Electronics,3,1999,15,UPI,Cancelled
2741,2025-01-21,C426,Manoj Kumar,Hyderabad,P301,Shirt,Grocery,2,1299,10,Card,Completed
2742,2025-02-11,C050,Rohit Kumar,Delhi,P201,Shirt,Electronics,2,1299,8,Cash,Completed
2743,2025-02-05,C057,Nisha Patel,Indore,P105,Jacket,Electronics,2,1599,15,Cash,Completed
2744,2025-02-10,C487,Poonam Soni,Noida,P104,Smartwatch,Grocery,4,1299,0,Card,Completed
2745,2025-02-07,C117,Jyoti Rani,Ranchi,P102,Pulses 1kg,Clothing,4,999,15,Cash,Completed
2746,2025-02-03,C192,Rahul Singh,Varanasi,P202,Jacket,Electronics,4,1299,12,Cash,Completed
2747,2025-01-17,C430,Manoj Kumar,Jaipur,P302,Shirt,Grocery,2,1299,10,Wallet,Completed
2748,2025-02-06,C217,Rohit Kumar,Jaipur,P201,Rice 10kg,Grocery,2,1299,10,Wallet,Returned
2749,2025-01-25,C111,Karan Singh,Bhopal,P202,Rice 10kg,Grocery,1,799,15,Wallet,Completed
2750,2025-02-07,C458,Sahil Jain,Indore,P304,Earphones,Clothing,1,1599,5,UPI,Cancelled
2751,2025-02-27,C485,Nisha Patel,Mumbai,P103,Bluetooth Speaker,Grocery,4,1599,10,Wallet,Completed
2752,2025-01-12,C089,Imran Khan,Gurgaon,P101,Pulses 1kg,Clothing,4,1299,12,Wallet,Completed
2753,2025-01-23,C360,Rohit Kumar,Delhi,P101,Jeans,Electronics,3,220,10,Wallet,Completed
2754,2025-02-22,C310,Aman Verma,Ranchi,P104,Bluetooth Speaker,Electronics,4,1299,5,Card,Completed
2755,2025-02-11,C309,Aman Verma,Hyderabad,P104,Shirt,Clothing,1,999,10,Cash,Completed
2756,2025-01-22,C157,Rahul Singh,Bhopal,P202,Shirt,Clothing,1,220,10,Card,Returned
2757,2025-01-21,C421,Aman Verma,Chennai,P303,Smartwatch,Electronics,1,1299,5,Wallet,Cancelled
2758,2025-01-27,C069,Karan Singh,Noida,P202,Sugar 5kg,Clothing,2,1999,10,UPI,Completed
2759,2025-02-26,C270,Manoj Kumar,Ranchi,P104,Rice 10kg,Clothing,2,260,15,Card,Completed
2760,2025-01-31,C225,Ankit Tiwari,Lucknow,P202,Sugar 5kg,Grocery,4,1999,8,Wallet,Completed
2761,2025-01-06,C411,Dev Mishra,Jaipur,P203,Jacket,Clothing,3,260,15,UPI,Completed
2762,2025-01-27,C005,Karan Singh,Jaipur,P204,Jeans,Clothing,3,220,10,UPI,Completed
2763,2025-02-09,C243,Imran Khan,Surat,P201,Pulses 1kg,Electronics,3,1999,0,UPI,Completed
2764,2025-02-03,C118,Nisha Patel,Jaipur,P305,Earphones,Grocery,2,720,0,Cash,Completed
2765,2025-01-12,C172,Nisha Patel,Bhopal,P104,Jeans,Grocery,1,399,8,UPI,Completed
2766,2025-02-14,C143,Alok Pandey,Ranchi,P205,Power Bank,Grocery,1,1599,10,Wallet,Completed
2767,2025-02-26,C323,Neha Gupta,Noida,P102,Trimmer,Electronics,2,1499,12,Card,Completed
2768,2025-02-22,C257,Neha Gupta,Bhopal,P204,Shirt,Clothing,3,1299,10,Card,Completed
2769,2025-01-07,C408,Shweta Das,Chennai,P302,Bluetooth Speaker,Grocery,3,1299,0,Wallet,Cancelled
2770,2025-01-10,C460,Imran Khan,Hyderabad,P202,Cooking Oil 5L,Grocery,4,1299,5,Cash,Completed
2771,2025-02-14,C365,Neha Gupta,Indore,P201,T-Shirt,Grocery,4,720,8,Cash,Completed
2772,2025-01-17,C318,Ankit Tiwari,Chennai,P104,Power Bank,Clothing,3,260,5,UPI,Completed
2773,2025-01-26,C078,Payal Gupta,Ranchi,P104,Pulses 1kg,Electronics,2,260,12,Wallet,Completed
2774,2025-01-21,C057,Priya Sharma,Bhopal,P102,T-Shirt,Electronics,3,1299,10,UPI,Completed
2775,2025-01-28,C490,Shweta Das,Ranchi,P101,Trimmer,Clothing,4,720,12,UPI,Completed
2776,2025-02-27,C020,Dev Mishra,Ranchi,P105,Cooking Oil 5L,Grocery,3,399,5,Wallet,Completed
2777,2025-02-15,C442,Imran Khan,Surat,P201,Sugar 5kg,Grocery,2,220,10,Cash,Completed
2778,2025-01-02,C014,Jyoti Rani,Jaipur,P205,Trimmer,Clothing,1,399,15,Cash,Completed
2779,2025-03-01,C206,Vishal Kumar,Mumbai,P204,Pulses 1kg,Clothing,2,120,15,Card,Completed
2780,2025-02-23,C237,Imran Khan,Indore,P101,Pulses 1kg,Grocery,2,120,12,Wallet,Completed
2781,2025-02-12,C181,Manoj Kumar,Indore,P105,Smartwatch,Grocery,4,260,15,UPI,Completed
2782,2025-01-01,C291,Priya Sharma,Bhopal,P301,Earphones,Clothing,2,1499,15,Wallet,Completed
2783,2025-02-20,C446,Aman Verma,Delhi,P303,Wheat 5kg,Clothing,2,120,0,UPI,Completed
2784,2025-02-22,C189,Alok Pandey,Delhi,P105,Jeans,Electronics,4,799,15,Card,Completed
2785,2025-02-05,C147,Suresh Yadav,Delhi,P204,Cooking Oil 5L,Electronics,4,260,0,Card,Completed
2786,2025-02-20,C340,Karan Singh,Jaipur,P301,Bluetooth Speaker,Electronics,1,1299,8,Card,Completed
2787,2025-01-26,C042,Rani Verma,Noida,P301,Sugar 5kg,Clothing,3,1599,0,Card,Completed
2788,2025-01-29,C428,Rani Verma,Bhopal,P104,Smartwatch,Electronics,2,1299,0,UPI,Completed
2789,2025-01-21,C471,Imran Khan,Varanasi,P303,Jeans,Grocery,4,799,5,Cash,Cancelled
2790,2025-01-11,C354,Suresh Yadav,Jaipur,P303,Pulses 1kg,Electronics,1,799,0,UPI,Completed
2791,2025-02-09,C001,Rani Verma,Surat,P103,Trimmer,Clothing,3,550,0,Card,Completed
2792,2025-01-11,C324,Alok Pandey,Mumbai,P103,T-Shirt,Clothing,4,1299,5,Cash,Completed
2793,2025-02-05,C104,Priya Sharma,Bhopal,P201,Smartwatch,Grocery,3,799,0,Wallet,Completed
2794,2025-02-18,C255,Ankit Tiwari,Gurgaon,P305,Earphones,Clothing,3,399,15,UPI,Completed
2795,2025-02-28,C209,Suresh Yadav,Surat,P301,Trimmer,Grocery,2,550,0,Wallet,Completed
2796,2025-02-08,C218,Simran Kaur,Varanasi,P101,Jeans,Grocery,2,260,8,Card,Completed
2797,2025-02-09,C078,Karan Singh,Bhopal,P101,Wheat 5kg,Electronics,4,720,0,Wallet,Completed
2798,2025-02-04,C430,Manoj Kumar,Surat,P101,Jeans,Grocery,3,1999,0,Cash,Completed
2799,2025-02-23,C051,Alok Pandey,Chennai,P202,Cooking Oil 5L,Clothing,4,720,8,Cash,Completed
2800,2025-02-03,C288,Rani Verma,Mumbai,P304,Smartwatch,Grocery,4,260,5,Cash,Completed
2801,2025-02-24,C100,Aman Verma,Gurgaon,P105,Trimmer,Electronics,3,1499,15,UPI,Cancelled
2802,2025-02-16,C212,Deepak Yadav,Kolkata,P304,T-Shirt,Clothing,4,260,0,Wallet,Completed
2803,2025-01-24,C464,Ritika Mehta,Noida,P304,Sugar 5kg,Clothing,3,220,15,Wallet,Completed
2804,2025-02-23,C499,Poonam Soni,Surat,P301,T-Shirt,Clothing,3,1999,12,Wallet,Completed
2805,2025-01-22,C403,Priya Sharma,Patna,P305,Jeans,Grocery,3,720,15,Card,Returned
2806,2025-01-05,C237,Jyoti Rani,Chennai,P204,Trimmer,Electronics,3,799,5,UPI,Completed
2807,2025-02-25,C295,Harsh Vardhan,Hyderabad,P302,Rice 10kg,Clothing,1,1299,5,UPI,Returned
2808,2025-02-02,C472,Harsh Vardhan,Noida,P301,Jacket,Electronics,3,550,0,Wallet,Completed
2809,2025-02-27,C398,Poonam Soni,Chennai,P304,Jeans,Electronics,2,1499,8,UPI,Completed
2810,2025-02-05,C157,Ankit Tiwari,Noida,P305,Pulses 1kg,Grocery,2,999,5,Wallet,Completed
2811,2025-02-16,C298,Anjali Singh,Bhopal,P103,Smartwatch,Clothing,2,1299,8,Wallet,Completed
2812,2025-01-20,C014,Simran Kaur,Jaipur,P201,Smartwatch,Clothing,3,1999,12,Wallet,Completed
